Timestamp,Dónde estás trabajando,Dedicación,Contrato Plazo Fijo,Último salario mensual  o retiro BRUTO (en tu moneda CLP),Último salario mensual o retiro NETO (en tu moneda CLP),Pagos,Si tu sueldo está dolarizado ¿Cuál fue el último valor del dólar que tomaron?,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste actualizaciones de tus ingresos laborales durante 2023?,Que Porcentaje de ipc % te reajustaron,¿En qué mes fue el último ajuste?,Cómo considerás que están tus ingresos laborales comparados con el semestre anterior,¿Contás con beneficios adicionales?,¿Qué tan conforme estás con tus ingresos laborales?,¿Estás buscando trabajo?,Trabajo de,Años de experiencia,Antigüedad en la empresa actual,Tiempo en el puesto actual,¿Cuántas personas a cargo tienes?,Plataformas que utilizas en tu puesto actual,Lenguajes de programación o tecnologías que utilices en tu puesto actual,"Frameworks, herramientas y librerías que utilices en tu puesto actual",Bases de datos,QA / Testing,Cantidad de personas en tu organización,Modalidad de trabajo,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,¿La recomendás como un buen lugar para trabajar?,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,Máximo nivel de estudios,Estado,Carrera,Institución educativa,¿Salir o seguir contestando sobre las guardias?,¿Tienes turnos?,Cuánto cobrás por los turnos,Aclara el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios?,Tengo (edad),Me identifico (género),¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento en tu ciudad?
1/15/2024 23:47:42,Región Metropolitana,Full-Time,Contrato Indefinido,1600000,1450000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,Enero,2,"Capacitaciones y/o cursos, Horarios flexibles",3,"No, pero escucho ofertas.",UX Designer,20,5,1,10,Azure,Ninguno de los anteriores,"Next.js, React.js, Vue.js, WordPress",Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),3,7,4,Terminar encuesta,,,,,,,,,,50,Varón Cis,
1/16/2024 20:52:04,Región del Biobío,Full-Time,Contrato Indefinido,1971290,1582900,Cobro todo el salario en pesos,,No,No recibo bono,No,6,Febrero,3,"Descuento en gimnasios / Clases de gimnasia online, Seguro médico complementario",2,"No, pero escucho ofertas.",SysAdmin,15,3,2,0,"Linux, VMWare, Windows Server, Proxmox",Bash/Shell,Ninguno de los anteriores,"MySQL, PostgreSQL",Ninguna de las anteriores,De 1001 a 2000 personas,100% presencial,0,0,4,Responder sobre guardias,Universitario,Completo,Ingeniería Industrial,Universidad Andrés Bello,Terminar encuesta,"Sí, pasiva",130000,Neto,Responder sobre mis estudios,43,Varón Cis,
1/22/2024 10:54:01,Región Metropolitana,Full-Time,Contrato Indefinido,4494739,3485737,Cobro todo el salario en pesos,,Menos de un sueldo,Performance individual,No,0,No tuve,1,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado",1,"No, pero escucho ofertas.",Project Manager,36,7,5,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,1,6,2,Responder sobre mis estudios,Posgrado/Especialización,Completo,Ingeniería en Informática,Otra,Terminar encuesta,,,,,53,Varón Cis,IBM
1/29/2024 7:30:01,Región Metropolitana,Full-Time,Contrato Indefinido,5200000,,Mi sueldo está dolarizado (pero cobro en moneda local),924,No,No recibo bono,No,0,No tuve,2,"Abono de celular, Abono de Internet",2,"No, pero escucho ofertas.",Manager / Director,18,1,1,4,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless, VMWare","Bash/Shell, Javascript, Python, SQL, TypeScript","Node.js, React.js, Torch, Vue.js","Amazon Redshift, Amazon RDS/Aurora, Google Cloud Storage, HANA, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL, ProxySQL, Teradata, Google BigQuery","Jest, Postman",De 11  a 50  personas,100% remoto,0,0,5,Terminar encuesta,,,,,,,,,,42,Prefiero no decir,Axmos Technologies
1/29/2024 7:33:34,Región Metropolitana,Full-Time,Contrato Indefinido,2034230,,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,2,Horarios flexibles,2,"No, pero escucho ofertas.",Developer,13,3,13,0,"Amazon Web Services, Linux","CSS, HTML, Javascript, PHP, Python, SQL, TypeScript","Angular, Bootstrap, Laravel, Node.js, React.js, Symfony, Vue.js","MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,9,3,Terminar encuesta,,,,,,,,,,35,Varón Cis,
1/29/2024 7:35:51,Región Metropolitana,Full-Time,Contrato plazo Fijo,1800000,1500000,Cobro todo el salario en pesos,,Menos de un sueldo,Mix de las anteriores,Uno,5,Marzo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuentos varios (El mercurio, La Tercera , otro), Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",SysAdmin,8,0,0,0,"Docker, Kubernetes, Linux","Bash/Shell, Python",WordPress,"MariaDB, PostgreSQL",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),2,9,0,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Telecomunicaciones,Instituto Profesional INACAP,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,32,Varón Cis,
1/29/2024 8:04:07,Región Metropolitana,Full-Time,Contrato Indefinido,3650000,3000000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (El mercurio, La Tercera , otro), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",Developer,6,0,0,0,"Amazon Web Services, Google Cloud Platform","CSS, HTML, Javascript, Ruby","Rails, Vue.js","MySQL, PostgreSQL, Redis",Jest,De 1001 a 2000 personas,Híbrido (presencial y remoto),0,8,5,Terminar encuesta,,,,,,,,,,32,Mujer Cis,"Buk, Fintual, Healthatom"
1/29/2024 8:05:37,Región Metropolitana,Full-Time,Contrato Indefinido,1706543,1231751,Cobro todo el salario en pesos,,No,No recibo bono,No,3.72,Febrero,2,Clases de idiomas,2,"No, pero escucho ofertas.",Developer,1,5,1,0,Docker,".NET, C#, SQL",.NET Core,PostgreSQL,"Postman, Ninguna de las anteriores",De 1001 a 2000 personas,100% remoto,0,6,4,Responder sobre mis estudios,Universitario,Completo,Analista Programador,Instituto Profesional INACAP,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,37,Varón Cis,Globant
1/29/2024 8:30:27,Región Metropolitana,Full-Time,Contrato Indefinido,3739922,3005555,Cobro todo el salario en pesos,,De uno a tres sueldos,Performance grupal,Dos,100,Junio,3,Vacaciones flexibles (adicionales a las reglamentarias),3,"Sí, estoy buscando activamente.",Data Scientist,8,4,2,0,"Google Cloud Platform, Linux","Python, SQL",Spark,"Google Cloud Storage, Bigquery",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,5,3,Terminar encuesta,,,,,,,,,,33,Prefiero no decir,
1/29/2024 8:33:57,Región Metropolitana,Full-Time,Contrato Indefinido,1835000,1600000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,1,0,0,0,"Azure, Serverless",Python,Ninguno de los anteriores,"Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,5,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Computación,Universidad de Chile,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,24,Mujer Cis,Mercado Libre
1/29/2024 8:36:27,Región de Antofagasta,Full-Time,Contrato Indefinido,1042092,864000,Cobro todo el salario en pesos,No,Un sueldo,Performance de la compañía,No,0,No tuve,2,"Comidas pagas / subvencionadas, movilizacion",2,"Sí, estoy buscando activamente.",Developer,2,2,2,0,Azure,"CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Laravel",MySQL,Postman,De 11  a 50  personas,100% remoto,0,5,4,Terminar encuesta,,,,,,,,,,28,Varón Cis,Ninguna porque es muy escasa la oferta en IT en la ciudad de Calama
1/29/2024 8:58:23,Región del Biobío,Full-Time,Contrato Indefinido,2800000,2400000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,Abono de Internet,3,"No, pero escucho ofertas.",Developer,8,5,2,2,"Amazon Web Services, Docker","HTML, Java, Javascript, PHP, Python, SQL","Bootstrap, CodeIgniter, jQuery, Laravel, Node.js, WordPress","MariaDB, MySQL, PostgreSQL, SQLite",Cypress,De 2 a 10 personas,Híbrido (presencial y remoto),0,8,5,Terminar encuesta,,,,,,,,,,33,Varón Cis,
1/29/2024 9:02:08,Región Metropolitana,Full-Time,Contrato Indefinido,4500000,3800000,Cobro todo el salario en pesos,,Un sueldo,Performance de la compañía,Uno,10,Marzo,3,Ninguna de las anteriores,3,"No, pero escucho ofertas.",Networking,20,3,3,0,"Linux, VMWare, Huawei VRP, Mikrotik ROS",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,0,0,Terminar encuesta,,,,,,,,,,44,Varón Cis,
1/29/2024 9:16:10,Región Metropolitana,Full-Time,Contrato Indefinido,2088998,1850000,Cobro todo el salario en pesos,no,No,No recibo bono,No,0,No tuve,2,Sueldo dividido en dos pagos por mes,2,"No, pero escucho ofertas.",QA / Tester,3,1,1,0,OpenShift,"CSS, HTML, Java, Javascript, SQL",Ninguno de los anteriores,"MongoDB, MySQL","Cucumber, HP UFT, Selenium, SoapUI, Visual Studio Coded UI",De 201 a 500 personas,100% remoto,0,3,0,Responder sobre mis estudios,Universitario,Completo,Analista de Sistemas,Otra,Responder sobre guardias,"Sí, activa",0,Neto,Terminar encuesta,33,Mujer Cis,"NTT Data, Globant"
1/29/2024 9:58:30,Región Metropolitana,Part-Time,Freelance,3000000,2600000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,1,Horarios flexibles,3,"Sí, estoy buscando activamente.",Technical Leader,15,0,0,2,"AIX, Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Solaris, SIEBEL + SALESFORCE + ORACLE CX",".NET, Bash/Shell, C++, Groovy, Javascript, SQL",jQuery,"Microsoft SQL Server, Oracle",SoapUI,De 2 a 10 personas,100% remoto,0,9,4,Responder sobre guardias,,,,,,No,0,Bruto,Terminar encuesta,47,Varón Cis,0
1/29/2024 10:27:01,Región Metropolitana,Full-Time,Contrato Indefinido,2024937,1638412,Cobro todo el salario en pesos,,No,No recibo bono,Uno,1.3,Julio,2,"Comidas pagas / subvencionadas, Descuentos varios (El mercurio, La Tercera , otro), Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Finance,4,1,1,0,"Azure, Google Cloud Platform, SAP",Python,SAP,"Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc), Oracle",Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),1,3,2,Responder sobre mis estudios,Universitario,Completo,Ingeniería Civil Industrial,Universidad Valparaiso,Responder sobre guardias,No,0,Bruto,Terminar encuesta,32,Mujer Cis,
1/29/2024 11:03:03,Región Metropolitana,Full-Time,Contrato plazo Fijo,2077903,2300000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",2,"No, pero escucho ofertas.",Developer,5,0,0,0,"Docker, Google Cloud Platform, Kubernetes, Linux, Microcontroladores","Java, Javascript, TypeScript","Node.js, Spring","ElasticSearch, Microsoft SQL Server, MongoDB",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),3,6,3,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,Universidad de Santiago,Terminar encuesta,,,,,29,Varón Cis,
1/29/2024 11:10:42,Región Metropolitana,Full-Time,Contrato Indefinido,2635939,2094421,Cobro todo el salario en pesos,,Un sueldo,Performance grupal,No,11,Enero,3,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",3,"No, pero escucho ofertas.",Project Manager,7,1,1,1,Google Cloud Platform,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),1,8,4,Responder sobre mis estudios,Universitario,Completo,Ingenierio Civil en Informatica,Otra,Terminar encuesta,,,,,35,Mujer Cis,
1/29/2024 11:23:14,Región de Valparaíso,Full-Time,Contrato Indefinido,2650000,2100000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (El mercurio, La Tercera , otro)",3,"No, pero escucho ofertas.",Developer,18,0,0,0,"Kubernetes, Linux","HTML, Javascript, SQL, TypeScript, no-sql","Angular, Bootstrap, Node.js","MongoDB, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,6,4,Responder sobre guardias,Universitario,Completo,Tecnicatura en Programación,Universidad Técnica Federico Santa María.,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,40,Mujer Cis,
1/29/2024 12:27:21,Región Metropolitana,Full-Time,Contrato Indefinido,3800000,3400000,,,De uno a tres sueldos,Mix de las anteriores,Dos,4,Julio,3,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles, Licencia por nacimiento extendida",2,"Sí, estoy buscando activamente.",Developer,10,5,5,0,"Azure, Docker, Kubernetes, Linux, Microcontroladores","Bash/Shell, CSS, HTML, Java, Javascript, TypeScript","Angular, Node.js, Spring",Redis,"Cypress, Jest",De 1001 a 2000 personas,100% remoto,0,7,2,Terminar encuesta,,,,,,,,,,35,Varón Cis,
1/29/2024 12:55:48,Región Metropolitana,Full-Time,Contrato Indefinido,3400000,2577000,Cobro todo el salario en pesos,,No,No recibo bono,Dos,5,Octubre,2,"Capacitaciones y/o cursos, Descuentos varios (El mercurio, La Tercera , otro), Horarios flexibles",2,"No, pero escucho ofertas.",Developer,11,2,2,0,Google Cloud Platform,"CSS, HTML, Javascript",Ninguno de los anteriores,"Ninguna de las anteriores, Google sql",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,0,1,Terminar encuesta,,,,,,,,,,38,Varón Cis,
1/29/2024 13:43:50,Región Metropolitana,Full-Time,Contrato Indefinido,1432000,1642000,Cobro todo el salario en pesos,,Un sueldo,Bono fin de conflicto,Más de tres,5,Julio,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Cuota para universidad / posgrados, Descuentos varios (El mercurio, La Tercera , otro), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",SysAdmin,10,0,0,5,"Linux, SAP, Windows Server",Bash/Shell,Ninguno de los anteriores,SQLite,Visual Studio Coded UI,De 101 a 200 personas,Híbrido (presencial y remoto),2,8,3,Terminar encuesta,,,,,,,,,,32,Varón Cis,
1/29/2024 15:28:30,Región de Coquimbo,Full-Time,Contrato plazo Fijo,900000,800000,Cobro todo el salario en pesos,,No,Performance grupal,No,0,No tuve,3,"Abono de Internet, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, pero escucho ofertas.",Frontend.,1,0,0,0,"Helix, Ar/ entel. ",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,8,0,Terminar encuesta,,,,,,,,,,37,Varón.,
1/29/2024 15:50:53,Región Metropolitana,Full-Time,Contrato Indefinido,3003811,2367264,Cobro todo el salario en pesos,,De uno a tres sueldos,Mix de las anteriores,Dos,0.1,Enero,2,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",1,"Sí, estoy buscando activamente.",UX Researcher,7,3,3,1,Google Cloud Platform,Ninguno de los anteriores,Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,3,2,Responder sobre mis estudios,Universitario,Completo,Diseño Industrial + Ing,Universidad Tecnológica Metropolitana,Responder sobre guardias,No,0,Bruto,Terminar encuesta,33,Mujer Cis,
1/29/2024 16:48:44,Región Metropolitana,Full-Time,Contrato Indefinido,1240044,1077996,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,Ninguna de las anteriores,4,"No, estoy muy conforme.",Agent,1,1,1,1,Ninguna de las anteriores,Ninguno de los anteriores,Spark,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,10,0,Terminar encuesta,,,,,,,,,,28,Mujer Cis,
1/29/2024 23:41:45,Región Metropolitana,Full-Time,Contrato Indefinido,5700000,4900000,Cobro todo el salario en pesos,,De uno a tres sueldos,Performance grupal,Dos,100,Julio,2,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles",2,"Sí, estoy buscando activamente.",Technical Leader,12,7,5,8,"Azure, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux, Serverless","Bash/Shell, Go, Javascript, Python, SQL","Flask, Next.js","Cassandra, ElasticSearch, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL, Redis, SQLite",Postman,De 5001 a 10000 personas,100% remoto,0,1,5,Responder sobre mis estudios,Maestría,Completo,Magister en Inteligencia Artificial,Otra,Terminar encuesta,,,,,38,Varón Cis,mercado libre
1/30/2024 3:26:37,Región Metropolitana,Full-Time,Contrato Indefinido,2830000,2410000,Cobro todo el salario en pesos,,No,No recibo bono,Uno,12,Enero,3,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (El mercurio, La Tercera , otro), Horarios flexibles",3,"No, estoy muy conforme.",Infosec,14,3,3,0,"Amazon Web Services, Docker, Google Cloud Platform, Linux","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,0,3,Responder sobre mis estudios,Terciario,Completo,Ingeniería en Informática,Duoc UC Universidad Católica,Responder sobre guardias,No,0,Bruto,Terminar encuesta,42,Varón Cis,
1/30/2024 16:49:22,Región del Biobío,Full-Time,Contrato Indefinido,1041667,1073978,Cobro todo el salario en pesos,,Menos de un sueldo,Bono certificación,Uno,3,Abril,3,"Abono de Internet, Comidas pagas / subvencionadas",4,"No, pero escucho ofertas.",QA / Tester,2,2,2,2,Ninguna de las anteriores,SQL,Ninguno de los anteriores,PostgreSQL,Postman,De 501 a 1000 personas,100% remoto,0,8,1,Terminar encuesta,,,,,,,,,,36,Mujer Cis,
1/30/2024 23:20:52,Región de Antofagasta,Full-Time,Freelance,1000000,800000,Cobro todo el salario en pesos,,3+ sueldos,No recibo bono,No,0,No tuve,3,"Abono de celular, Abono de Internet, Horarios flexibles",3,"Sí, estoy buscando activamente.",Administracion,5,5,5,0,"Amazon Web Services, Arduino o similar, Azure, Docker, Firebase",".NET, Arduino, HTML, Javascript, PHP, Python",Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,1 (solamente yo),Híbrido (presencial y remoto),0,8,2,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,Instituto Profesional INACAP,Terminar encuesta,,,,,30,Varón Cis,
1/31/2024 18:49:18,Región Metropolitana,Full-Time,Contrato Indefinido,3000000,3000000,Cobro todo el salario en pesos,,Un sueldo,Mix de las anteriores,Dos,5,Agosto,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (El mercurio, La Tercera , otro), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Ingeniero automatización (RPA),3,6,2,1,"Azure, Linux, SAP, VMWare, Windows Server","C#, PHP, Python, SQL",Ninguno de los anteriores,Sybase,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,10,1,Terminar encuesta,,,,,,,,,,42,Prefiero no decir,industria bancaria y minera
2/1/2024 0:30:08,Región Metropolitana,Full-Time,Contrato Indefinido,3750000,,Cobro todo el salario en pesos,,No,No recibo bono,Uno,7,Julio,4,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (El mercurio, La Tercera , otro), Descuento en colegios",4,"No, estoy muy conforme.",SRE (Site Reliability Engineer),10,3,2,4,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux, OpenShift, VMWare, Windows Server","Bash/Shell, Java, Javascript, PHP, SQL","Bootstrap, CodeIgniter, jQuery, Laravel, Next.js, Node.js, React.js","Amazon RDS/Aurora, ElasticSearch, Google Cloud Storage, MariaDB, Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL, Redis","Postman, Selenium, SoapUI",De 2001a 5000 personas,Híbrido (presencial y remoto),1,9,0,Terminar encuesta,,,,,,,,,,40,Prefiero no decir,
2/3/2024 2:11:03,Región Metropolitana,Full-Time,Contrato Indefinido,1500000,1200000,Cobro todo el salario en pesos,no,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",DevOps Engineer,1,0,0,0,"Azure, Docker, Google Cloud Platform, Linux, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,"Microsoft SQL Server, MongoDB",Postman,De 101 a 200 personas,Híbrido (presencial y remoto),1,9,5,Responder sobre mis estudios,Maestría,En curso,Ingeniero Civil en Informatica y Telecomunicaciones,Universidad Diego Portales,Responder sobre guardias,No,0,Neto,Terminar encuesta,25,Varón Cis,"Las startup de Platanus, Mercado libre "
